,date,state,city_or_county,address,n_killed,n_injured,latitude,longitude,total,full_address,month_name,month_number
1434,2014-10-18,South Carolina,Graniteville,192 Breezy Hill Road,1,3,33.5664,-81.8427,4,"192 Breezy Hill Road, Graniteville, South Carolina",October,10
1433,2014-10-18,New York,Brooklyn,Lenox Road,0,4,40.6549,-73.9385,4,"Lenox Road, Brooklyn, New York",October,10
1432,2014-10-18,New York,Queens,33-02 Queens Blvd,0,4,40.7445,-73.9317,4,"33-02 Queens Blvd, Queens, New York",October,10
1431,2014-10-20,North Carolina,Lumberton,100 block of Yedda Road,1,3,34.6116,-78.9526,4,"100 block of Yedda Road, Lumberton, North Carolina",October,10
1430,2014-10-21,Michigan,Ecorse,Jefferson at Union,0,4,42.2565,-83.139,4,"Jefferson at Union, Ecorse, Michigan",October,10
1429,2014-10-24,California,Sacramento,2030 Arden Way,2,3,38.5956,-121.419,5,"2030 Arden Way, Sacramento, California",October,10
1428,2014-10-24,Washington,Marysville,5611 108th St NE,5,1,48.092,-122.155,6,"5611 108th St NE, Marysville, Washington",October,10
1427,2014-10-26,Kentucky,Cadiz,1410 Old Dover Road,4,0,36.8285,-87.8527,4,"1410 Old Dover Road, Cadiz, Kentucky",October,10
1426,2014-10-29,Tennessee,Memphis,Yale Road and Ramill Road,0,5,35.2205,-89.9272,5,"Yale Road and Ramill Road, Memphis, Tennessee",October,10
1425,2014-11-01,Washington,Seattle,5000 block of University Way NE,0,5,47.665,-122.313,5,"5000 block of University Way NE, Seattle, Washington",November,11
1424,2014-11-05,California,San Francisco,1100 block of Alabama Street ,0,4,37.7543,-122.411,4,"1100 block of Alabama Street , San Francisco, California",November,11
1423,2014-11-07,California,Los Angeles,East 126th Street and North Compton Avenue,0,4,33.9185,-118.246,4,"East 126th Street and North Compton Avenue, Los Angeles, California",November,11
1422,2014-11-07,California,Compton,136th Street ,0,4,33.9081,-118.247,4,"136th Street , Compton, California",November,11
1421,2014-11-08,California,Pomona,499 E. Arrow Highway,0,5,34.0901,-117.745,5,"499 E. Arrow Highway, Pomona, California",November,11
1420,2014-11-08,Virginia,Virginia Beach,5600 block of Indian River Road,0,4,36.7515,-76.1263,4,"5600 block of Indian River Road, Virginia Beach, Virginia",November,11
1419,2014-11-08,North Carolina,Greensboro,Lewis Street and Elm Street,1,4,36.066,-79.7908,5,"Lewis Street and Elm Street, Greensboro, North Carolina",November,11
1418,2014-11-14,North Carolina,Bayboro,Water Street and Vance Street,1,3,35.147,-76.7629,4,"Water Street and Vance Street, Bayboro, North Carolina",November,11
1417,2014-11-15,Missouri,Springfield,2555 N. Glenstone,4,0,37.2432,-93.2613,4,"2555 N. Glenstone, Springfield, Missouri",November,11
1416,2014-11-15,Florida,Miami,NW 55th and 12th,1,3,25.8262,-80.2173,4,"NW 55th and 12th, Miami, Florida",November,11
1415,2014-11-16,Ohio,Akron,1891 East Market Street,1,4,41.062,-81.4617,5,"1891 East Market Street, Akron, Ohio",November,11
1414,2014-11-16,Texas,El Paso,115 S. Durango,0,6,31.7573,-106.493,6,"115 S. Durango, El Paso, Texas",November,11
1413,2014-11-18,Nevada,North Las Vegas,Englestad Street,0,4,36.2104,-115.147,4,"Englestad Street, North Las Vegas, Nevada",November,11
1412,2014-11-19,Illinois,Chicago,700 block of North St. Louis Avenue,1,3,41.8937,-87.7138,4,"700 block of North St. Louis Avenue, Chicago, Illinois",November,11
1411,2014-11-20,Florida,Tallahassee,116 Honors Way,1,3,30.4436,-84.294,4,"116 Honors Way, Tallahassee, Florida",November,11
1410,2014-11-20,New Jersey,Tabernacle,Holly Park Drive,4,0,39.8751,-74.6662,4,"Holly Park Drive, Tabernacle, New Jersey",November,11
1409,2014-11-21,Pennsylvania,Pittsburgh,600 block of Miller Avenue,0,6,40.4591,-79.7423,6,"600 block of Miller Avenue, Pittsburgh, Pennsylvania",November,11
1408,2014-11-21,Texas,San Antonio,3747 West Ave.,0,4,29.4983,-98.526,4,"3747 West Ave., San Antonio, Texas",November,11
1407,2014-11-22,South Dakota,Sisseton,Fourth Avenue,4,1,45.8562,-97.1072,5,"Fourth Avenue, Sisseton, South Dakota",November,11
1406,2014-11-22,Ohio,Cleveland,1443 E 92nd St,4,1,41.518,-81.6234,5,"1443 E 92nd St, Cleveland, Ohio",November,11
1405,2014-11-22,Ohio,Springfield,Clifton Avenue and Rice Street,1,3,39.9096,-83.8077,4,"Clifton Avenue and Rice Street, Springfield, Ohio",November,11
1404,2014-11-23,Colorado,Denver,Federal Boulevard and 16th Avenue,1,4,39.7427,-105.025,5,"Federal Boulevard and 16th Avenue, Denver, Colorado",November,11
1403,2014-11-23,Virginia,Parksley,Parksley Road,0,4,37.7683,-75.6361,4,"Parksley Road, Parksley, Virginia",November,11
1402,2014-11-26,California,San Francisco,Mission and 13th streets,0,6,37.77,-122.42,6,"Mission and 13th streets, San Francisco, California",November,11
1401,2014-11-27,Texas,Georgetown,Pvt Rd 934,2,3,30.6777,-97.5925,5,"Pvt Rd 934, Georgetown, Texas",November,11
1400,2014-11-28,Tennessee,Memphis,1849 East Brooks Road ,0,4,35.0606,-90.0068,4,"1849 East Brooks Road , Memphis, Tennessee",November,11
1399,2014-11-29,New Jersey,Newark,348 S Orange Ave,1,3,40.7401,-74.2005,4,"348 S Orange Ave, Newark, New Jersey",November,11
1398,2014-11-29,Georgia,Atlanta,1600 block of Richmond Avenue,3,2,33.71,-84.3798,5,"1600 block of Richmond Avenue, Atlanta, Georgia",November,11
1397,2014-11-30,Tennessee,Chattanooga,2412 East 13th Street ,0,5,35.0246,-85.2711,5,"2412 East 13th Street , Chattanooga, Tennessee",November,11
1396,2014-11-30,New York,Brooklyn,375 Remsen Avenue,0,4,40.657,-73.9242,4,"375 Remsen Avenue, Brooklyn, New York",November,11
1395,2014-12-01,West Virginia,Monongalia County,465 Sunset Beach Rd,5,0,39.6855,-79.8588,5,"465 Sunset Beach Rd, Monongalia County, West Virginia",December,12
1394,2014-12-02,Missouri,Saint Louis,6000 block of Virginia Avenue,1,5,38.5616,-90.2492,6,"6000 block of Virginia Avenue, Saint Louis, Missouri",December,12
1393,2014-12-02,Virginia,Newport News,6128 Jefferson Ave ,0,5,37.0233,-76.4461,5,"6128 Jefferson Ave , Newport News, Virginia",December,12
1392,2014-12-03,North Carolina,Cabarrus County,2400 block of Shiloh Church Road,3,1,35.4469,-80.7651,4,"2400 block of Shiloh Church Road, Cabarrus County, North Carolina",December,12
1391,2014-12-07,Texas,San Antonio,2302 Delgado St,3,1,29.4401,-98.5444,4,"2302 Delgado St, San Antonio, Texas",December,12
1390,2014-12-07,Indiana,South Bend,16000 block of Roosevelt Road,0,4,41.5906,-86.1815,4,"16000 block of Roosevelt Road, South Bend, Indiana",December,12
1389,2014-12-12,Georgia,Macon,2822 Bloomfield Drive,3,3,32.8129,-83.6996,6,"2822 Bloomfield Drive, Macon, Georgia",December,12
1388,2014-12-12,Oregon,Portland,717 North Killingsworth Court,0,4,45.562,-122.674,4,"717 North Killingsworth Court, Portland, Oregon",December,12
1387,2014-12-13,Florida,Tampa,810 E. Skagway Ave.,0,5,28.0323,-82.4531,5,"810 E. Skagway Ave., Tampa, Florida",December,12
1386,2014-12-14,Florida,Miami,1311 Northwest 2nd Avenue,1,4,25.7874,-80.1991,5,"1311 Northwest 2nd Avenue, Miami, Florida",December,12
1385,2014-12-15,Pennsylvania,Glenolden,600 block of Glenfield Avenue,1,3,39.9017,-75.3045,4,"600 block of Glenfield Avenue, Glenolden, Pennsylvania",December,12
1384,2014-12-15,Pennsylvania,Lansdale,100 block of West 5th St,7,0,40.2459,-75.282,7,"100 block of West 5th St, Lansdale, Pennsylvania",December,12
1383,2014-12-15,Illinois,Chicago,5700 block of South Michigan Avenue,0,4,41.7908,-87.6228,4,"5700 block of South Michigan Avenue, Chicago, Illinois",December,12
1382,2014-12-16,New Jersey,Elizabeth,Anna Street,0,4,40.6684,-74.2032,4,"Anna Street, Elizabeth, New Jersey",December,12
1381,2014-12-20,Illinois,Rockford,3200 block of Montrose Avenue,4,0,42.2938,-89.1072,4,"3200 block of Montrose Avenue, Rockford, Illinois",December,12
1380,2014-12-21,Mississippi,Waynesboro,Central Avenue,1,4,31.6782,-88.6584,5,"Central Avenue, Waynesboro, Mississippi",December,12
1379,2014-12-21,Illinois,Calumet City,600 block of Escanba,1,8,41.6181,-87.5532,9,"600 block of Escanba, Calumet City, Illinois",December,12
1378,2014-12-21,Florida,Sarasota,4034 N Washington Blvd,2,2,27.3688,-82.5302,4,"4034 N Washington Blvd, Sarasota, Florida",December,12
1377,2014-12-21,Texas,Denton,1541 Meadow St.,2,2,33.1977,-97.1333,4,"1541 Meadow St., Denton, Texas",December,12
1376,2014-12-22,Michigan,Detroit,Charlevoix and Philip,1,3,42.3836,-82.9486,4,"Charlevoix and Philip, Detroit, Michigan",December,12
1375,2014-12-22,Georgia,Americus,104 Price Street,2,3,32.0854,-84.2293,5,"104 Price Street, Americus, Georgia",December,12
1374,2014-12-22,New York,Webster,191 Lake Road,4,2,43.2367,-77.5261,6,"191 Lake Road, Webster, New York",December,12
1373,2014-12-22,Illinois,Chicago,5700 block of South Green Street,0,5,41.7905,-87.6466,5,"5700 block of South Green Street, Chicago, Illinois",December,12
1372,2014-12-22,Florida,Miami,NW 17th Avenue and 87th Street,0,9,25.8539,-80.2256,9,"NW 17th Avenue and 87th Street, Miami, Florida",December,12
1371,2014-12-23,Kentucky,Winchester,260 Oxford Drive,1,3,38.0032,-84.21,4,"260 Oxford Drive, Winchester, Kentucky",December,12
1370,2014-12-24,Missouri,Saint Louis,18th and Pine,1,3,38.6307,-90.2059,4,"18th and Pine, Saint Louis, Missouri",December,12
1369,2014-12-26,Illinois,East St. Louis,2500 block of Summit Avenue,1,3,38.6196,-90.1254,4,"2500 block of Summit Avenue, East St. Louis, Illinois",December,12
1368,2014-12-27,California,Sacramento,4000 block of May Street,0,4,38.6405,-121.443,4,"4000 block of May Street, Sacramento, California",December,12
1367,2014-12-27,California,Los Angeles,8800 block of South Figueroa Street,1,3,33.9574,-118.283,4,"8800 block of South Figueroa Street, Los Angeles, California",December,12
1366,2014-12-29,Louisiana,New Orleans,Poydras and Bolivar,0,4,29.9542,-90.084,4,"Poydras and Bolivar, New Orleans, Louisiana",December,12
1365,2014-12-31,North Carolina,Charlotte,4400 block of Central Avenue,0,4,35.2135,-80.7713,4,"4400 block of Central Avenue, Charlotte, North Carolina",December,12
1364,2015-01-01,Tennessee,Memphis,Interstate 240 and Poplar Avenue,0,5,35.1489,-90.0461,5,"Interstate 240 and Poplar Avenue, Memphis, Tennessee",January,1
1363,2015-01-01,California,Modesto,Sharilyn Drive,4,0,37.6774,-120.961,4,"Sharilyn Drive, Modesto, California",January,1
1362,2015-01-02,Georgia,Savannah,500 block of W. 54th Street,1,4,32.0415,-81.0945,5,"500 block of W. 54th Street, Savannah, Georgia",January,1
1361,2015-01-04,Virginia,Roanoke,3634 Shenandoah Ave NW,2,4,37.281,-79.9985,6,"3634 Shenandoah Ave NW, Roanoke, Virginia",January,1
1360,2015-01-04,Texas,Dallas,2000 block of Ben Hur St.,3,1,32.6799,-96.6111,4,"2000 block of Ben Hur St., Dallas, Texas",January,1
1359,2015-01-06,Georgia,Douglasville,Ridge Road,4,0,33.8091,-84.8283,4,"Ridge Road, Douglasville, Georgia",January,1
1358,2015-01-06,Florida,Miami,1300 block of NW 62nd Street,1,3,25.8315,-80.2188,4,"1300 block of NW 62nd Street, Miami, Florida",January,1
1357,2015-01-07,Tennessee,Chattanooga,773 West Main Street,1,3,35.0403,-85.3182,4,"773 West Main Street, Chattanooga, Tennessee",January,1
1356,2015-01-08,Massachusetts,Boston,104 Harrishof Street,1,3,42.3169,-71.0897,4,"104 Harrishof Street, Boston, Massachusetts",January,1
1355,2015-01-09,Kansas,Shawnee,5725 Nieman Rd,1,3,39.0251,-94.7145,4,"5725 Nieman Rd, Shawnee, Kansas",January,1
1354,2015-01-09,California,San Francisco,Laguna and Page streets,4,0,37.7737,-122.426,4,"Laguna and Page streets, San Francisco, California",January,1
1353,2015-01-10,Kansas,Wichita,4859 E Harry Street,2,2,37.6646,-97.2797,4,"4859 E Harry Street, Wichita, Kansas",January,1
1352,2015-01-10,Idaho,Moscow,400 block of Veatch Street,3,1,46.7251,-116.997,4,"400 block of Veatch Street, Moscow, Idaho",January,1
1351,2015-01-11,Florida,Lakeland,7665 Chase Road,1,3,28.1425,-81.982,4,"7665 Chase Road, Lakeland, Florida",January,1
1350,2015-01-11,California,San Jose,3840 Monterey Hwy,0,5,37.2818,-121.839,5,"3840 Monterey Hwy, San Jose, California",January,1
1349,2015-01-11,North Carolina,Hope Mills,1900 block of Gumberry Road,2,5,34.9339,-78.8664,7,"1900 block of Gumberry Road, Hope Mills, North Carolina",January,1
1348,2015-01-13,Illinois,Rockford,700 block of Oakley Avenue,2,2,42.2835,-89.1148,4,"700 block of Oakley Avenue, Rockford, Illinois",January,1
1347,2015-01-13,Virginia,Portsmouth,4100 block of Portsmouth Boulevard,0,5,36.8192,-76.3134,5,"4100 block of Portsmouth Boulevard, Portsmouth, Virginia",January,1
1346,2015-01-19,Texas,San Antonio,1000 block of Gibbs St.,2,5,29.4214,-98.4608,7,"1000 block of Gibbs St., San Antonio, Texas",January,1
1345,2015-01-20,Tennessee,Clarksville,321 Lansinger Lane,1,3,36.6134,-87.419,4,"321 Lansinger Lane, Clarksville, Tennessee",January,1
1344,2015-01-23,Massachusetts,Boston,954 Parker Street,0,6,42.3243,-71.101,6,"954 Parker Street, Boston, Massachusetts",January,1
1343,2015-01-24,New York,Arverne (Queens),231-11 148th Avenue,4,1,40.6557,-73.7508,5,"231-11 148th Avenue, Arverne (Queens), New York",January,1
1342,2015-01-24,Nebraska,Omaha,3402 Parker St,3,5,41.2767,-95.9637,8,"3402 Parker St, Omaha, Nebraska",January,1
1341,2015-01-26,California,Stockton,1500 block of E. 9th Street,1,3,37.9307,-121.265,4,"1500 block of E. 9th Street, Stockton, California",January,1
1340,2015-01-28,Georgia,Dekalb County,1600 block of Panola Road,1,3,33.6913,-84.1796,4,"1600 block of Panola Road, Dekalb County, Georgia",January,1
1339,2015-01-30,North Carolina,Greenville,Concord Drive,0,4,35.579,-77.3877,4,"Concord Drive, Greenville, North Carolina",January,1
1338,2015-01-31,Georgia,Lagrange,100 block of Woodstream Trail,4,0,32.9776,-85.142,4,"100 block of Woodstream Trail, Lagrange, Georgia",January,1
1337,2015-02-01,New York,Syracuse,1217 West Fayette Street,0,6,43.0468,-76.1758,6,"1217 West Fayette Street, Syracuse, New York",February,2
1336,2015-02-01,New York,New York (Manhattan),3345 Broadway,1,4,40.8206,-73.9548,5,"3345 Broadway, New York (Manhattan), New York",February,2
1335,2015-02-04,North Carolina,Stokes County,1340 Ralph Boyles Road,4,0,36.3457,-80.3199,4,"1340 Ralph Boyles Road, Stokes County, North Carolina",February,2
1334,2015-02-05,Ohio,Beachwood (Warrensville Heights),Harvard Road,3,3,41.4498,-81.4964,6,"Harvard Road, Beachwood (Warrensville Heights), Ohio",February,2
1333,2015-02-06,Oklahoma,Tulsa,1219 N. Sheridan Road,1,4,36.1723,-95.9045,5,"1219 N. Sheridan Road, Tulsa, Oklahoma",February,2
1332,2015-02-07,Georgia,Douglasville,3640 Willow Tree Circle,5,2,33.7138,-84.6692,7,"3640 Willow Tree Circle, Douglasville, Georgia",February,2
1331,2015-02-08,Tennessee,Friendship,251 Dupree Rd,0,6,35.8471,-89.2348,6,"251 Dupree Rd, Friendship, Tennessee",February,2
1330,2015-02-09,Florida,New Port Richey,9552 Adler Street,3,1,28.2963,-82.6173,4,"9552 Adler Street, New Port Richey, Florida",February,2
1329,2015-02-11,Kentucky,Corbin,1212 Forest Circle Drive,4,0,36.9327,-84.1134,4,"1212 Forest Circle Drive, Corbin, Kentucky",February,2
1328,2015-02-12,South Dakota,Lennox,316 Industrial Road,2,2,43.3474,-96.8975,4,"316 Industrial Road, Lennox, South Dakota",February,2
1327,2015-02-15,California,Long Beach,200 block of W. 14th Street,0,5,33.7837,-118.194,5,"200 block of W. 14th Street, Long Beach, California",February,2
1326,2015-02-17,Arkansas,Little Rock,7900 Scott Hamilton,1,3,34.677,-92.3196,4,"7900 Scott Hamilton, Little Rock, Arkansas",February,2
1325,2015-02-20,California,Sacramento,1417 R Street,0,4,38.57,-121.491,4,"1417 R Street, Sacramento, California",February,2
1324,2015-02-22,Texas,Killeen,1706 Godman St.,4,1,31.1199,-97.6832,5,"1706 Godman St., Killeen, Texas",February,2
1323,2015-02-22,South Carolina,Charleston,4224 Dorchester Road,0,4,32.8542,-80.0058,4,"4224 Dorchester Road, Charleston, South Carolina",February,2
1322,2015-02-22,Georgia,Clarkesville,281 Lower Pond Court,3,2,34.6357,-83.5978,5,"281 Lower Pond Court, Clarkesville, Georgia",February,2
1321,2015-02-23,Florida,Daytona Beach,Sheridan Road,0,4,29.2083,-81.046,4,"Sheridan Road, Daytona Beach, Florida",February,2
1320,2015-02-25,Texas,Houston,5022 Mallow St,3,1,29.6599,-95.3556,4,"5022 Mallow St, Houston, Texas",February,2
1319,2015-02-26,Missouri,Tyrone,18279 Highway H,8,1,37.1956,-91.9012,9,"18279 Highway H, Tyrone, Missouri",February,2
1318,2015-02-28,Maryland,Baltimore,4300 block of Welbourne Road,1,3,39.3435,-76.588,4,"4300 block of Welbourne Road, Baltimore, Maryland",February,2
1317,2015-03-01,Michigan,Detroit,9855 Chalmers St,1,5,42.4117,-82.9691,6,"9855 Chalmers St, Detroit, Michigan",March,3
1316,2015-03-01,Florida,Orange County,4900 block of Steyr Street,0,4,28.452,-81.4441,4,"4900 block of Steyr Street, Orange County, Florida",March,3
1315,2015-03-01,New Jersey,Absecon,405 E Absecon Boulevard,2,2,39.4159,-74.4945,4,"405 E Absecon Boulevard, Absecon, New Jersey",March,3
1314,2015-03-03,Nevada,Las Vegas,2251 South Fort Apache Road,4,0,36.1485,-115.298,4,"2251 South Fort Apache Road, Las Vegas, Nevada",March,3
1313,2015-03-07,Missouri,Saint Louis,3140 Olive St,0,4,38.6352,-90.224,4,"3140 Olive St, Saint Louis, Missouri",March,3
1312,2015-03-07,Tennessee,Knoxville,1537 Forest Avenue,0,4,35.9622,-83.9314,4,"1537 Forest Avenue, Knoxville, Tennessee",March,3
1311,2015-03-08,South Carolina,Seneca,Wells Highway,1,3,34.664,-82.9271,4,"Wells Highway, Seneca, South Carolina",March,3
1310,2015-03-09,Illinois,Chicago,200 block of West 105th,1,3,41.7018,-87.6549,4,"200 block of West 105th, Chicago, Illinois",March,3
1309,2015-03-10,Georgia,Columbus,3023 Victory Drive,0,5,32.4375,-84.9598,5,"3023 Victory Drive, Columbus, Georgia",March,3
1308,2015-03-11,Illinois,Aurora,900 block of Pennsylvania Avenue,0,4,41.7744,-88.3213,4,"900 block of Pennsylvania Avenue, Aurora, Illinois",March,3
1307,2015-03-11,South Carolina,Anderson,West Franklin Street,0,4,34.4962,-82.6588,4,"West Franklin Street, Anderson, South Carolina",March,3
1306,2015-03-13,Mississippi,Brookhaven,1097 South First St.,2,3,31.561,-90.4451,5,"1097 South First St., Brookhaven, Mississippi",March,3
1305,2015-03-14,Georgia,Atlanta,2900 block of Delmar Lane,0,5,33.755,-84.482,5,"2900 block of Delmar Lane, Atlanta, Georgia",March,3
1304,2015-03-14,California,Coachella,84000 block of Bagdad Avenue,0,4,33.6747,-116.18,4,"84000 block of Bagdad Avenue, Coachella, California",March,3
1303,2015-03-15,Alabama,Cottonwood,1941 Zacary Road,3,1,31.0878,-85.325,4,"1941 Zacary Road, Cottonwood, Alabama",March,3
1302,2015-03-15,California,Compton,2700 block of West Alondra Boulevard,0,4,33.8863,-118.257,4,"2700 block of West Alondra Boulevard, Compton, California",March,3
1301,2015-03-16,North Carolina,Lillington,995 Shawtown Road,0,4,35.3812,-78.8327,4,"995 Shawtown Road, Lillington, North Carolina",March,3
1300,2015-03-17,Texas,Onalaska,13710 US Hwy 190 W,1,3,30.8408,-95.1022,4,"13710 US Hwy 190 W, Onalaska, Texas",March,3
1299,2015-03-17,California,Stockton,748 N Madison St,3,4,37.9597,-121.296,7,"748 N Madison St, Stockton, California",March,3
1298,2015-03-18,Arizona,Mesa,1504 West Main Street,1,5,33.4152,-111.864,6,"1504 West Main Street, Mesa, Arizona",March,3
1297,2015-03-18,New Jersey,Newark,200 block of Clinton Place,1,3,40.7145,-74.2132,4,"200 block of Clinton Place, Newark, New Jersey",March,3
1296,2015-03-19,Arizona,Red Valley,SR 13,2,2,36.604,-109.06,4,"SR 13, Red Valley, Arizona",March,3
1295,2015-03-20,Texas,Lancaster,1500 block of Reynolds Street,1,5,32.6116,-96.7888,6,"1500 block of Reynolds Street, Lancaster, Texas",March,3
1294,2015-03-20,Oklahoma,Oklahoma City,1300 block of North Stiles Avenue,0,4,35.4819,-97.5057,4,"1300 block of North Stiles Avenue, Oklahoma City, Oklahoma",March,3
1293,2015-03-21,Florida,Tampa,1802 Seventh Ave,0,4,27.9604,-82.439,4,"1802 Seventh Ave, Tampa, Florida",March,3
1292,2015-03-22,New Mexico,Albuquerque,10140 Lomas NE,1,6,35.0873,-106.535,7,"10140 Lomas NE, Albuquerque, New Mexico",March,3
1291,2015-03-22,Alaska,Kenai,Alpine Drive and Borgen Avenue,4,0,60.589,-151.316,4,"Alpine Drive and Borgen Avenue, Kenai, Alaska",March,3
